MLS_ID,address,list_price,sold_price,house_type,bedrooms,bathrooms,dom,built_year,garage_type,Liv Area sqft,latitude,longitude,neighborhood,sqft,region,lot_size,listing_date,season,original_price
202506579,"15 Parkville Drive , Winnipeg R2M 2H3",420000,410650,RD,2,0.0,50,1957,Single Detached,835,0.0,0.0,St Vital,835,St Vital,0.0,2025-06-11,Summer,420000
202510081,"46 Mager Drive , Winnipeg R2M 0S2",329900,329900,RD,3,0.0,6,1924,Single Detached,844,0.0,0.0,Elm Park,844,Elm Park,0.0,2025-06-11,Summer,329900
202510201,"102 Bright Oaks Bay , Winnipeg R2M 2M1",559900,585102,RD,3,0.0,8,1971,Single Attached,1100,0.0,0.0,Bright Oaks,1100,Bright Oaks,0.0,2025-06-11,Summer,559900
202509416,"76 Weaver Bay , Winnipeg R2M 2G8",399900,400000,RD,3,0.0,13,1962,"Front Drive Access, Parking Pad",1050,0.0,0.0,Pulberry,1050,Pulberry,0.0,2025-06-11,Summer,399900
202510779,"68 Elm Park Road , Winnipeg R2M 0V9",399900,451000,RD,3,0.0,7,1939,"Double Detached, Garage door opener",1212,0.0,0.0,Elm Park,1212,Elm Park,0.0,2025-06-11,Summer,399900
202507061,"79 Dunraven Avenue , Winnipeg R2M 0H5",324900,350444,RD,3,0.0,9,1949,Single Detached,908,0.0,0.0,St Vital,908,St Vital,0.0,2025-06-11,Summer,324900
202504255,"157 Fernwood Avenue , Winnipeg R2M 1C2",419900,500000,RD,4,0.0,7,1955,Single Detached,905,0.0,0.0,St Vital,905,St Vital,0.0,2025-06-11,Summer,419900
202510584,"21 Vivian Avenue , Winnipeg R3M 0E5",379900,480000,RD,4,0.0,8,1952,"Double Detached, Garage door opener, Rear Drive Ac",1360,0.0,0.0,St Vital,1360,St Vital,0.0,2025-06-11,Summer,379900
202508226,"115 Springwood Drive , Winnipeg R2N 1B8",199900,180000,MH,2 (Den),0.0,24,1976,Front Drive Access,1220,0.0,0.0,South Glen,1220,South Glen,0.0,2025-06-11,Summer,199900
202508576,"349 Ashworth Street , Winnipeg R2N 2L7",399900,505000,RD,3,0.0,8,1986,"Double Detached, Plug-In",860,0.0,0.0,River Park South,860,River Park South,0.0,2025-06-11,Summer,399900
202506328,"11 Highcastle Crescent , Winnipeg R2N 2V6",534900,515000,RD,3,0.0,39,1991,Double Attached,1560,0.0,0.0,River Park South,1560,River Park South,0.0,2025-06-11,Summer,534900
202510022,"51 Ashford Drive , Winnipeg R2N 1K7",409900,404000,RD,3,0.0,9,1979,"Double Detached, Garage door opener, Oversized",968,0.0,0.0,River Park South,968,River Park South,0.0,2025-06-11,Summer,409900
202510751,"202 Paddington Road , Winnipeg R2N 1H4",374900,433000,RD,3,0.0,8,1979,"Single Detached, Carport",830,0.0,0.0,River Park South,830,River Park South,0.0,2025-06-11,Summer,374900
202510954,"106 Berkshire Bay , Winnipeg R2J 2M2",279900,331800,SA,3,0.0,7,1966,Parking Pad,1034,0.0,0.0,Windsor Park,1034,Windsor Park,0.0,2025-06-11,Summer,279900
202508694,"81 canberra Road , Winnipeg R2J 1W3",329900,350111,SA,3,0.0,9,0,nan,Fully Finished,0.0,0.0,Windsor Park,0,Windsor Park,0.0,2025-06-11,Summer,329900
202510801,"15 Boulder Bay , Winnipeg R2J 2C2",299900,396999,RD,2,0.0,5,0,nan,Front Drive Access,0.0,0.0,Windsor Park,0,Windsor Park,0.0,2025-06-11,Summer,299900
202511019,"30 Pembroke Road , Winnipeg R2J 1T2",430000,430000,RD,4,0.0,1,1962,Single Attached,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,430000
202510119,"86 Sabourin Place , Winnipeg R3X 0A6",674900,665000,RD,4,0.0,8,0,nan,Double Attached,0.0,0.0,Island Lakes,0,Island Lakes,0.0,2025-06-11,Summer,674900
202509680,"77 Ranville Road , Winnipeg R3X 0E1",549900,540000,RD,3,0.0,10,2010,Double Attached,1360,0.0,0.0,Sage Creek,1360,Sage Creek,0.0,2025-06-11,Summer,549900
202510491,"15 Kilroy Street , Winnipeg R3Y 0V5",569000,562000,RD,3,0.0,8,0,nan,Double Attached,0.0,0.0,Prairie Pointe,0,Prairie Pointe,0.0,2025-06-11,Summer,569000
202506477,"410 Windflower Road , Winnipeg R3Y 0X5",725000,725000,RD,4,0.0,45,2020,Double Attached,2127,0.0,0.0,Bridgwater Trails,2127,Bridgwater Trails,0.0,2025-06-11,Summer,725000
202510491,"15 Kilroy Street , Winnipeg R3Y 0V5",569000,562000,RD,3,0.0,8,0,nan,Double Attached,0.0,0.0,Prairie Pointe,0,Prairie Pointe,0.0,2025-06-11,Summer,569000
202506477,"410 Windflower Road , Winnipeg R3Y 0X5",725000,725000,RD,4,0.0,45,2020,Double Attached,2127,0.0,0.0,Bridgwater Trails,2127,Bridgwater Trails,0.0,2025-06-11,Summer,725000
202506230,"112 Willow Creek Road , Winnipeg R3Y 0S9",1439000,1295000,RD,5,0.0,47,2019,nan,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,1439000
202510614,"26 Marksbridge Drive , Winnipeg R3P 2K5",679900,752000,RD,5,0.0,9,2002,Triple Attached,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,679900
202509956,"376 Lindenwood Drive E, Winnipeg R3P 2H1",794900,800000,RD,4,0.0,15,1992,Triple Attached,2218,0.0,0.0,Linden Woods,2218,Linden Woods,0.0,2025-06-11,Summer,794900
202510491,"15 Kilroy Street , Winnipeg R3Y 0V5",569000,562000,RD,3,0.0,8,0,nan,Double Attached,0.0,0.0,Prairie Pointe,0,Prairie Pointe,0.0,2025-06-11,Summer,569000
202506477,"410 Windflower Road , Winnipeg R3Y 0X5",725000,725000,RD,4,0.0,45,2020,Double Attached,2127,0.0,0.0,Bridgwater Trails,2127,Bridgwater Trails,0.0,2025-06-11,Summer,725000
202509982,"371 Agnes Street , Winnipeg R3G 1N5",224900,270000,RD,2,0.0,11,1905,Parking Pad,1300,0.0,0.0,West End,1300,West End,0.0,2025-06-11,Summer,224900
202507166,"861 Winnipeg Avenue , Winnipeg R3E 0R7",259900,245000,RD,3,0.0,40,1921,"Single Detached, Carport",1123,0.0,0.0,Weston,1123,Weston,0.0,2025-06-11,Summer,259900
202510821,"441 Dominion Street , Winnipeg R3G 2M8",444900,430000,RD,4,0.0,0,1913,"Parking Pad, Plug-In, Rear Drive Access",2174,0.0,0.0,Wolseley,2174,Wolseley,0.0,2025-06-11,Summer,444900
202510653,"624 Spruce Street , Winnipeg R3G 2Z1",259900,347624,RD,2,0.0,7,1928,"Parking Pad, Rear Drive Access",877,0.0,0.0,Polo Park,877,Polo Park,0.0,2025-06-11,Summer,259900
202502424,"817 ST PAUL Avenue , Winnipeg R3G 0K9",219900,193000,VL,0,0.0,80,0,nan,0,0.0,0.0,West End,0,West End,0.0,2025-06-11,Summer,219900
202509919,"406 Truro Street , Winnipeg R3J 2A4",427900,452000,DP,3,0.0,8,2012,Parking Pad,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,427900
202510718,"1857 Plessis Road , Winnipeg R3W 0B3",279900,380000,RD,3,0.0,6,0,nan,Single Attached,0.0,0.0,Lakeside Meadows,0,Lakeside Meadows,0.0,2025-06-11,Summer,279900
202505916,"11 Fiorentino Street , Winnipeg R3W 0H2",674900,657000,RD,6,0.0,38,0,nan,Double Attached,0.0,0.0,Starlite Village,0,Starlite Village,0.0,2025-06-11,Summer,674900
202510110,"130 Whitehall Boulevard , Winnipeg R2C 0Y5",389900,389000,RD,3,0.0,13,0,nan,Parking Pad,0.0,0.0,East Transcona,0,East Transcona,0.0,2025-06-11,Summer,389900
202510688,"39 Craglea Corner , Winnipeg R2C4H8",299900,350000,RD,2,0.0,6,0,"Corner Insert, Stone/Wood",nan,0.0,0.0,Canterbury Park,0,Canterbury Park,0.0,2025-06-11,Summer,299900
202509723,"43 Parade Drive , Winnipeg R2C 0S3",474700,455000,RD,4,0.0,12,0,nan,Double Detached,0.0,0.0,East Transcona,0,East Transcona,0.0,2025-06-11,Summer,474700
202510574,"96 Zawaly Bay , Winnipeg R2C 5C2",349900,380000,RD,3,0.0,9,0,nan,Parking Pad,0.0,0.0,Canterbury Park,0,Canterbury Park,0.0,2025-06-11,Summer,349900
202509509,"307 Emberwell Street , Winnipeg R2C 5V6",474900,470000,RD,3,0.0,12,2024,Parking Pad,1430,0.0,0.0,Summerlea,1430,Summerlea,0.0,2025-06-11,Summer,474900
202509480,"180 Allenby Crescent , Winnipeg R2C 3S2",299900,435000,RD,4,0.0,7,0,nan,14/9999Rear Single Detached,0.0,0.0,Trancona,0,Trancona,0.0,2025-06-11,Summer,299900
202510839,"219 Hoddinott Road , East St Paul R2E 0H7",349900,450000,RD,3,0.0,7,0,nan,Single Detached,0.0,0.0,East St Paul,0,East St Paul,0.0,2025-06-11,Summer,349900
202510047,"281 Leila Avenue , Winnipeg R2W 1L7",229900,225000,RD,2,0.0,7,1917,Single Detached,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,229900
202510253,"88 Eaton Street , Winnipeg R2L 1V1",219900,233000,RD,3,0.0,8,0,nan,Rear Drive Access,0.0,0.0,East Kildonan,0,East Kildonan,0.0,2025-06-11,Summer,219900
202508360,"922 Aberdeen Avenue , Winnipeg R2X 0W4",229900,229900,RD,3,0.0,23,0,nan,Parking Pad,0.0,0.0,Burrows Central,0,Burrows Central,0.0,2025-06-11,Summer,229900
202504923,"540 Redwood Avenue , Winnipeg R2X 1Y4",149900,145000,RD,2,0.0,58,0,nan,Parking Pad,0.0,0.0,North End,0,North End,0.0,2025-06-11,Summer,149900
202507166,"861 Winnipeg Avenue , Winnipeg R3E 0R7",259900,245000,RD,3,0.0,40,0,nan,Single Detached Carport,0.0,0.0,Weston,0,Weston,0.0,2025-06-11,Summer,259900
202510821,"441 Dominion Street , Winnipeg R3G 2M8",444900,430000,RD,3,0.0,0,1913,nan,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,444900
202510791,"14 Woods Avenue , Shilo R0K 2A0",263900,257500,RD,4,0.0,1,0,nan,Single Attached,0.0,0.0,CSE,0,CSE,0.0,2025-06-11,Summer,263900
202509793,"170 Garrioch Avenue , Winnipeg R3J 2T5",379900,400000,RD,4,0.0,7,0,nan,Double Detached,0.0,0.0,Silver Heights,0,Silver Heights,0.0,2025-06-11,Summer,379900
202510907,"9 Leicester Square , Winnipeg R3J 3Z9",279900,325000,RD,4,0.0,6,0,nan,Parking Pad,0.0,0.0,Jameswood,0,Jameswood,0.0,2025-06-11,Summer,279900
202512696,"130 Sunnyside Boulevard , Winnipeg R3J 3M2",309800,320000,RD,3,0.0,0,0,nan,nan,0.0,0.0,nan,0,nan,0.0,2025-06-11,Summer,309800
202510657,"492 Galloway Street , Winnipeg R2X 1Y4",469900,505555,RD,3,0.0,9,0,nan,Single Attached,0.0,0.0,Sinclair Park,0,Sinclair Park,0.0,2025-06-11,Summer,469900
202510718,"1857 Plessis Road , Winnipeg R3W 0B3",279900,380000,RD,3,0.0,6,0,nan,Single Attached,0.0,0.0,Lakeside Meadows,0,Lakeside Meadows,0.0,2025-06-11,Summer,279900
202509796,"570 Walker Avenue , Winnipeg R3L 1C4",334900,401570,Two Story,2,0.0,6,1909,Parking Pad,1025,0.0,0.0,Lord Roberts,1025,Lord Roberts,0.0,2025-06-11,Summer,334900
202509555,"1149 McMillan Avenue , Winnipeg R3M 0T7",339900,355000,Bungalow,1,0.0,9,1946,Single Detached,700,0.0,0.0,Crescentwood,700,Crescentwood,0.0,2025-06-11,Summer,339900
202509486,"1026 Jessie Avenue , Winnipeg R3M 1B2",539900,555000,Two Story,2,0.0,12,1927,Double Detached,1250,0.0,0.0,Crescentwood,1250,Crescentwood,0.0,2025-06-11,Summer,539900
202510175,"1125 Corydon Avenue , Winnipeg R3M 0X4",249900,300000,Bungalow,2,0.0,6,1946,Single Detached,810,0.0,0.0,Crescentwood,810,Crescentwood,0.0,2025-06-11,Summer,249900
202506003,"353 Yale Avenue , Winnipeg R3M 0L5",629900,620000,Two Story,4,0.0,45,1929,Double Detached,3126,0.0,0.0,Crescentwood,3126,Crescentwood,0.0,2025-06-11,Summer,629900
202510151,"451 Waverley Street , Winnipeg R3M 3K6",769000,801000,Two Story,3,0.0,7,1941,Double Detached,1642,0.0,0.0,River Heights,1642,River Heights,0.0,2025-06-11,Summer,769000
202508742,"144 Borebank Street , Winnipeg R3N 1C9",424899,424000,Two Story,3,0.0,13,1914,Double Detached,1657,0.0,0.0,River Heights North,1657,River Heights North,0.0,2025-06-11,Summer,424899
202510906,"603 Oak Street , Winnipeg R3M 3P9",487500,487500,Bungalow,3,0.0,57,1950,Single Detached,1088,0.0,0.0,River Heights,1088,River Heights,0.0,2025-06-11,Summer,487500
202507888,"440 Cordova Street , Winnipeg R3N 1A7",580000,540000,Two Story,4,0.0,24,1951,Double Detached,2085,0.0,0.0,River Heights,2085,River Heights,0.0,2025-06-11,Summer,580000
202509940,"955 Queenston Bay , Winnipeg R3N 0Y3",599900,740995,Two Story,4,0.0,6,1963,Double Detached,1780,0.0,0.0,River Heights,1780,River Heights,0.0,2025-06-11,Summer,599900
202509575,"77 Aldershot Boulevard , Winnipeg R3P 0C9",899900,1205000,Four Level Split,3,0.0,10,1967,Double Attached,3054,0.0,0.0,Tuxedo,3054,Tuxedo,0.0,2025-06-11,Summer,899900
202508557,"28 Swann Drive , Winnipeg R3R 3T9",1599000,1599000,Two Story,4,0.0,13,1998,Double Attached,3403,0.0,0.0,Charleswood,3403,Charleswood,0.0,2025-06-11,Summer,1599000
202508855,"90 Royalgate Road , Winnipeg R3R 2G4",749900,800500,Split Two Level,4,0.0,8,1974,Double Attached,2136,0.0,0.0,Charleswood,2136,Charleswood,0.0,2025-06-11,Summer,749900
202503670,"4921 Eldridge Avenue , Winnipeg R3R 0M4",499900,545000,Bungalow,3,0.0,7,1969,Double Detached,1128,0.0,0.0,Charleswood,1128,Charleswood,0.0,2025-06-11,Summer,499900
202510222,"533 Berkley Street , Winnipeg R3R 1K1",319900,420000,Bi-Level,4,0.0,7,1976,Front Drive Access,1006,0.0,0.0,Charleswood,1006,Charleswood,0.0,2025-06-11,Summer,319900
202509417,"74 Norlorne Drive , Winnipeg R3R 2Y6",399900,451888,Bungalow,3,0.0,10,1979,Single Attached,1128,0.0,0.0,Charleswood,1128,Charleswood,0.0,2025-06-11,Summer,399900
202509941,"744 Haney Street , Winnipeg R3R 0Y8",474900,500000,Bungalow,3,0.0,9,1972,Double Detached,1329,0.0,0.0,Charleswood,1329,Charleswood,0.0,2025-06-11,Summer,474900
202509627,"533 Charleswood Road , Winnipeg R3R 1K5",559900,639000,Two Story,3,0.0,9,1982,Double Attached,2043,0.0,0.0,Charleswood,2043,Charleswood,0.0,2025-06-11,Summer,559900
202505358,"59 THE BRIDLE Path , Winnipeg R3R 3B4",479900,517500,Bungalow,5,0.0,6,1981,Double Attached,1450,0.0,0.0,Charleswood,1450,Charleswood,0.0,2025-06-11,Summer,479900
202509614,"726 Community Row , Winnipeg R3R 1H7",429900,429900,Bungalow,3,0.0,7,1971,No Garage,1076,0.0,0.0,Charleswood,1076,Charleswood,0.0,2025-06-11,Summer,429900
202508902,"38 Norlorne Drive , Winnipeg R3R 2Y6",419900,450000,Four Level Split,4,0.0,7,1979,Double Detached,1558,0.0,0.0,Charleswood,1558,Charleswood,0.0,2025-06-11,Summer,419900
202509323,"50 Lavenham Crescent , Winnipeg R3R 1T3",299900,325000,Two Story,2,0.0,6,1969,Front Drive Access,1076,0.0,0.0,Westdale,1076,Westdale,0.0,2025-06-11,Summer,299900
202508164,"1 Jasmine Close , Winnipeg R3R 1T5",349900,355000,Bungalow,3,0.0,12,1970,Double Detached,1056,0.0,0.0,Charleswood,1056,Charleswood,0.0,2025-06-11,Summer,349900
202508660,"708 Riverwood Avenue , Winnipeg R3T 1K6",299900,300000,Bungalow,3,0.0,15,1949,Front Drive Access,1168,0.0,0.0,East Fort Garry,1168,East Fort Garry,0.0,2025-06-11,Summer,299900
202510005,"856 Holly Avenue , Winnipeg R3T 1W4",499900,630000,Four Level Split,4,0.0,6,1958,Double Detached,1936,0.0,0.0,East Fort Garry,1936,East Fort Garry,0.0,2025-06-11,Summer,499900
202509055,"1111 Somerville Avenue , Winnipeg R3T 1B8",319900,371111,One and a Half Story,4,0.0,9,1946,Single Detached,986,0.0,0.0,West Fort Garry,986,West Fort Garry,0.0,2025-06-11,Summer,319900
202509718,"1 Biscayne Bay , Winnipeg R3T 0N4",299900,310000,Two Story,3,0.0,9,1954,Parking Pad,1032,0.0,0.0,West Fort Garry,1032,West Fort Garry,0.0,2025-06-11,Summer,299900
202506109,"19 Magdalene Bay , Winnipeg R3T 3L3",494900,482000,Bungalow,3,0.0,40,1972,Parking Pad,1065,0.0,0.0,Fort Richmond,1065,Fort Richmond,0.0,2025-06-11,Summer,494900
202509848,"26 Acadia Bay , Winnipeg R3T 1R2",389900,436000,Bungalow,3,0.0,7,1969,Double Detached,1158,0.0,0.0,Fort Richmond,1158,Fort Richmond,0.0,2025-06-11,Summer,389900
202507458,"86 Syracuse Crescent , Winnipeg R3T 4P4",529000,510000,Bungalow,3,0.0,24,1979,Double Attached,1307,0.0,0.0,Waverley Heights,1307,Waverley Heights,0.0,2025-06-11,Summer,529000
202509445,"139 Wallingford Crescent , Winnipeg R3P 1L5",624900,624900,Two Story,4,0.0,12,1987,Double Attached,2080,0.0,0.0,Linden Woods,2080,Linden Woods,0.0,2025-06-11,Summer,624900
202509734,"144 Huntingdale Road , Winnipeg R3P 2H2",649000,770000,Two Story,3,0.0,7,1993,Double Attached,1950,0.0,0.0,Linden Woods,1950,Linden Woods,0.0,2025-06-11,Summer,649000
202509387,"876 Lemay Avenue , Winnipeg R3V 1E5",399900,500876,Bungalow,3,0.0,7,1965,Single Attached,1140,0.0,0.0,St Norbert,1140,St Norbert,0.0,2025-06-11,Summer,399900
202425783,"35 Bibeaudel Place , Winnipeg R3R 0M7",379900,364900,Bi-Level,4,0.0,16,1985,Front Drive Access,1058,0.0,0.0,Grandmont Park,1058,Grandmont Park,0.0,2025-06-11,Summer,379900
202509323,"50 Lavenham Crescent , Winnipeg R3R 1T3",299900,325000,Two Story,2,0.0,6,1969,Front Drive Access,1076,0.0,0.0,Westdale,1076,Westdale,0.0,2025-06-11,Summer,299900
202508164,"1 Jasmine Close , Winnipeg R3R 1T5",349900,355000,Bungalow,3,0.0,12,1970,Double Detached,1056,0.0,0.0,Charleswood,1056,Charleswood,0.0,2025-06-11,Summer,349900
202508553,"239 Oak Lawn Road , Winnipeg R3Y 0H1",849900,850000,Bungalow,2,0.0,7,2011,Double Attached,1736,0.0,0.0,Bridgwater Forest,1736,Bridgwater Forest,0.0,2025-06-11,Summer,849900
202505385,"31 Bass Bay , Winnipeg R3Y 2H3",504900,494400,Two Story,3,0.0,59,2025,Single Attached,1489,0.0,0.0,Prairie Pointe,1489,Prairie Pointe,0.0,2025-06-11,Summer,504900
202504578,"49 Firestone Drive , Winnipeg R3Y 2H9",417900,407306,Two Story,3,0.0,69,2025,Parking Pad,1399,0.0,0.0,Prairie Pointe,1399,Prairie Pointe,0.0,2025-06-11,Summer,417900
202509657,"0 Public Road , Winnipeg X0X 0X0",79900,73000,Vacant Land,0,0.0,15,0,Not Applicable,0,0.0,0.0,Bridgwater Lakes,0,Bridgwater Lakes,0.0,2025-06-11,Summer,79900
202508553,"239 Oak Lawn Road , Winnipeg R3Y 0H1",849900,850000,Bungalow,2,0.0,7,2011,Double Attached,1736,0.0,0.0,Bridgwater Forest,1736,Bridgwater Forest,0.0,2025-06-11,Summer,849900
202509614,"726 Community Row , Winnipeg R3R 1H7",429900,429900,Bungalow,3,0.0,7,1971,Front Drive Access,1076,0.0,0.0,Charleswood,1076,Charleswood,0.0,2025-06-11,Summer,429900
202508902,"38 Norlorne Drive , Winnipeg R3R 2Y6",419900,450000,Four Level Split,4,0.0,7,1979,Double Detached,1558,0.0,0.0,Charleswood,1558,Charleswood,0.0,2025-06-11,Summer,419900
202505358,"59 THE BRIDLE Path , Winnipeg R3R 3B4",479900,517500,Bungalow,5,0.0,6,1981,Double Attached,1450,0.0,0.0,Charleswood,1450,Charleswood,0.0,2025-06-11,Summer,479900
202509323,"50 Lavenham Crescent , Winnipeg R3R 1T3",299900,325000,Two Story,2,0.0,6,1969,Front Drive Access,1076,0.0,0.0,Westdale,1076,Westdale,0.0,2025-06-11,Summer,299900
202508164,"1 Jasmine Close , Winnipeg R3R 1T5",349900,355000,Bungalow,3,0.0,12,1970,Double Detached,1056,0.0,0.0,Charleswood,1056,Charleswood,0.0,2025-06-11,Summer,349900
202508660,"708 Riverwood Avenue , Winnipeg R3T 1K6",299900,300000,Bungalow,3,0.0,15,1949,Front Drive Access,1168,0.0,0.0,East Fort Garry,1168,East Fort Garry,0.0,2025-06-11,Summer,299900
202510005,"856 Holly Avenue , Winnipeg R3T 1W4",499900,630000,Four Level Split,4,0.0,6,1958,Double Detached,1936,0.0,0.0,East Fort Garry,1936,East Fort Garry,0.0,2025-06-11,Summer,499900
202509055,"1111 Somerville Avenue , Winnipeg R3T 1B8",319900,371111,One and a Half Story,4,0.0,9,1946,Single Detached,986,0.0,0.0,West Fort Garry,986,West Fort Garry,0.0,2025-06-11,Summer,319900
202509718,"1 Biscayne Bay , Winnipeg R3T 0N4",299900,310000,Townhouse,3,0.0,9,1954,Parking Pad,1032,0.0,0.0,West Fort Garry,1032,West Fort Garry,0.0,2025-06-11,Summer,299900
202506109,"19 Magdalene Bay , Winnipeg R3T 3L3",494900,482000,Bungalow,3,0.0,40,1972,Parking Pad,1065,0.0,0.0,Fort Richmond,1065,Fort Richmond,0.0,2025-06-11,Summer,494900
202509848,"26 Acadia Bay , Winnipeg R3T 1R2",389900,436000,Bungalow,3,0.0,7,1969,Double Detached,1158,0.0,0.0,Fort Richmond,1158,Fort Richmond,0.0,2025-06-11,Summer,389900
202507458,"86 Syracuse Crescent , Winnipeg R3T 4P4",529000,510000,Bungalow,3,0.0,24,1979,Double Attached,1307,0.0,0.0,Waverley Heights,1307,Waverley Heights,0.0,2025-06-11,Summer,529000
202509734,"144 Huntingdale Road , Winnipeg R3P 2H2",649000,770000,Two Story,3,0.0,7,1993,Double Attached,1950,0.0,0.0,Linden Woods,1950,Linden Woods,0.0,2025-06-11,Summer,649000
202509387,"876 Lemay Avenue , Winnipeg R3V 1E5",399900,500876,Bungalow,3,0.0,7,1965,Single Attached,1140,0.0,0.0,St Norbert,1140,St Norbert,0.0,2025-06-11,Summer,399900
202425783,"35 Bibeaudel Place , Winnipeg R3R 0M7",379900,364900,Bi-Level,4,0.0,16,1985,Front Drive Access,1058,0.0,0.0,Grandmont Park,1058,Grandmont Park,0.0,2025-06-11,Summer,379900
202509323,"50 Lavenham Crescent , Winnipeg R3R 1T3",299900,325000,Two Story,2,0.0,6,1969,Front Drive Access,1076,0.0,0.0,Westdale,1076,Westdale,0.0,2025-06-11,Summer,299900
202508164,"1 Jasmine Close , Winnipeg R3R 1T5",349900,355000,Bungalow,3,0.0,12,1970,Double Detached,1056,0.0,0.0,Charleswood,1056,Charleswood,0.0,2025-06-11,Summer,349900
202508660,"708 Riverwood Avenue , Winnipeg R3T 1K6",299900,300000,Bungalow,3,0.0,15,1949,Front Drive Access,1168,0.0,0.0,East Fort Garry,1168,East Fort Garry,0.0,2025-06-11,Summer,299900
202510005,"856 Holly Avenue , Winnipeg R3T 1W4",499900,630000,Four Level Split,4,0.0,6,1958,Double Detached,1936,0.0,0.0,East Fort Garry,1936,East Fort Garry,0.0,2025-06-11,Summer,499900
202509055,"1111 Somerville Avenue , Winnipeg R3T 1B8",319900,371111,One and a Half Story,4,0.0,9,1946,Single Detached,986,0.0,0.0,West Fort Garry,986,West Fort Garry,0.0,2025-06-11,Summer,319900
202509718,"1 Biscayne Bay , Winnipeg R3T 0N4",299900,310000,Townhouse,3,0.0,9,1954,Parking Pad,1032,0.0,0.0,West Fort Garry,1032,West Fort Garry,0.0,2025-06-11,Summer,299900
202506109,"19 Magdalene Bay , Winnipeg R3T 3L3",494900,482000,Bungalow,3,0.0,40,1972,Parking Pad,1065,0.0,0.0,Fort Richmond,1065,Fort Richmond,0.0,2025-06-11,Summer,494900
202509848,"26 Acadia Bay , Winnipeg R3T 1R2",389900,436000,Bungalow,3,0.0,7,1969,Double Detached,1158,0.0,0.0,Fort Richmond,1158,Fort Richmond,0.0,2025-06-11,Summer,389900
202507458,"86 Syracuse Crescent , Winnipeg R3T 4P4",529000,510000,Bungalow,3,0.0,24,1979,Double Attached,1307,0.0,0.0,Waverley Heights,1307,Waverley Heights,0.0,2025-06-11,Summer,529000
202509445,"139 Wallingford Crescent , Winnipeg R3P 1L5",624900,624900,Two Story,4,0.0,12,1987,Double Attached,2080,0.0,0.0,Linden Woods,2080,Linden Woods,0.0,2025-06-11,Summer,624900
202509734,"144 Huntingdale Road , Winnipeg R3P 2H2",649000,770000,Two Story,3,0.0,7,1993,Double Attached,1950,0.0,0.0,Linden Woods,1950,Linden Woods,0.0,2025-06-11,Summer,649000
202508980,"55 Beacon Hill Place , Winnipeg R3Y 1S8",739000,725000,Two Story,5,0.0,15,1996,Double Attached,2360,0.0,0.0,Whyte Ridge,2360,Whyte Ridge,0.0,2025-06-11,Summer,739000
202509387,"876 Lemay Avenue , Winnipeg R3V 1E5",399900,500876,Bungalow,3,0.0,7,1965,Single Attached,1140,0.0,0.0,St Norbert,1140,St Norbert,0.0,2025-06-11,Summer,399900
202425783,"35 Bibeaudel Place , Winnipeg R3R 0M7",379900,364900,Bi-Level,4,0.0,16,1985,Front Drive Access,1058,0.0,0.0,Grandmont Park,1058,Grandmont Park,0.0,2025-06-11,Summer,379900
202509323,"50 Lavenham Crescent , Winnipeg R3R 1T3",299900,325000,Two Story,2,0.0,6,1969,Front Drive Access,1076,0.0,0.0,Westdale,1076,Westdale,0.0,2025-06-11,Summer,299900
202508164,"1 Jasmine Close , Winnipeg R3R 1T5",349900,355000,Bungalow,3,0.0,12,1970,Double Detached,1056,0.0,0.0,Charleswood,1056,Charleswood,0.0,2025-06-11,Summer,349900
202508660,"708 Riverwood Avenue , Winnipeg R3T 1K6",299900,300000,Bungalow,3,0.0,15,1949,Front Drive Access,1168,0.0,0.0,East Fort Garry,1168,East Fort Garry,0.0,2025-06-11,Summer,299900
202510005,"856 Holly Avenue , Winnipeg R3T 1W4",499900,630000,Four Level Split,4,0.0,6,1958,Double Detached,1936,0.0,0.0,East Fort Garry,1936,East Fort Garry,0.0,2025-06-11,Summer,499900
202509055,"1111 Somerville Avenue , Winnipeg R3T 1B8",319900,371111,One and a Half Story,4,0.0,9,1946,Single Detached,986,0.0,0.0,West Fort Garry,986,West Fort Garry,0.0,2025-06-11,Summer,319900
202509718,"1 Biscayne Bay , Winnipeg R3T 0N4",299900,310000,Townhouse,3,0.0,9,1954,Parking Pad,1032,0.0,0.0,West Fort Garry,1032,West Fort Garry,0.0,2025-06-11,Summer,299900
202506109,"19 Magdalene Bay , Winnipeg R3T 3L3",494900,482000,Bungalow,3,0.0,40,1972,Parking Pad,1065,0.0,0.0,Fort Richmond,1065,Fort Richmond,0.0,2025-06-11,Summer,494900
202509848,"26 Acadia Bay , Winnipeg R3T 1R2",389900,436000,Bungalow,3,0.0,7,1969,Double Detached,1158,0.0,0.0,Fort Richmond,1158,Fort Richmond,0.0,2025-06-11,Summer,389900
202507458,"86 Syracuse Crescent , Winnipeg R3T 4P4",529000,510000,Bungalow,3,0.0,24,1979,Double Attached,1307,0.0,0.0,Waverley Heights,1307,Waverley Heights,0.0,2025-06-11,Summer,529000
