listing_date,season,mls_number,neighborhood,address,list_price,sold_price,sell_list_ratio,dom,bedrooms,bathrooms,garage_type,basement,house_type,style,type,sqft,lot_size
2025-07-02,Summer,20250780,Transcona,911 Madeline Street 434 Edward Avenue W 505 Kildare Avenue,229999.0,281000.0,1.22,7,0,2.0,"single detached, parking pad double detached single attached, front drive",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,980,0.0
2025-07-02,Summer,20250714,Transcona,212 Ralph Avenue W 111 Harold Avenue 11 Hayes Street,349900.0,393212.0,1.12,7,0,4.0,"single detached, oversized, parking pad, plug-in, rear drive single detached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,936,0.0
2025-07-02,Summer,20250690,Transcona,20 Burnaby Bay 436 Yale Avenue 544 Kildare Avenue,349900.0,415000.0,1.19,7,0,3.0,"double detached, front drive single detached single detached, front drive",0,Single Family Detached,Bungalow,Single Family Detached,1003,0.0
2025-07-02,Summer,20250650,Transcona,442 Melrose Avenue W 335 Melrose Avenue W 448 Melrose Avenue,289900.0,283560.0,0.98,8,0,4.0,single detached rear drive access double detached,0,Single Family Detached,"Bungalow, One and a Half, Bi-Level",Single Family Detached,867,0.0
2025-07-02,Summer,20250631,Transcona,907 Madeline Street 420 Ravelston Avenue W 536 Ravelston Avenue,224900.0,276000.0,1.23,7,0,3.0,"single detached double detached, garage door single detached, carport,",0,Single Family Detached,"Bungalow, One and a Half",Single Family Detached,1037,0.0
2025-07-02,Summer,2aea109ca7,Loose Area,5 Lethbridge Avenue 1212 Day Street 451 KILDARE Avenue,0.0,0.0,0.0,0,0,2.0,"drive access, no garage double detached single detached, garage door",0,Single Family Detached,Bungalow,Single Family Detached,1040,0.0
2025-07-02,Summer,20250604,Transcona,50 SF 45 SF 48 SF Depth 115 SF 0 SF 100 SF Site Influence Paved Street,325000.0,390000.0,1.2,12,0,1.0,none,Unknown,Single Family Detached,Other,Other,115,0.0
2025-07-02,Summer,20250454,Transcona,134 Horton Avenue W 628 Melrose Avenue W 138 Horton Avenue,285000.0,300000.0,1.05,7,0,2.0,double detached single detached single detached,0,Single Family Detached,"Bungalow, Other",Single Family Detached,825,0.0
2025-07-02,Summer,20250508,Transcona,431 Melrose Avenue 418 Regent Avenue W 48 Berwyn Bay,323200.0,316600.0,0.98,5,0,3.0,"single detached single detached single detached, garage door",60,Single Family Detached,"Bungalow, Other",Single Family Detached,740,60.39
2025-07-02,Summer,20250345,Transcona,1105 Day Street 62 North Meadow Drive N 338 Edward Avenue,399000.0,385000.0,0.96,17,0,3.0,double detached double detached,65,Single Family Detached,"Bungalow, Bi-Level",Single Family Detached,900,65.03
2025-07-02,Summer,20250310,Transcona,800 Madeline Street 335 Ravelston Avenue 2 Hayes Street,299900.0,366000.0,1.22,6,0,3.0,"single detached, parking pad, single detached double detached, front drive",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,930,0.0
2025-07-02,Summer,9f1b885619,Loose Area,605 Bond Street 719 Kildare Avenue W 1008 Day Street,0.0,0.0,0.0,0,0,3.0,"double detached front drive access single detached, garage door",0,Single Family Detached,Bungalow,Single Family Detached,1080,0.0
2025-07-02,Summer,20250265,Transcona,0 SF 55 SF 48 SF Depth 0 SF 110 SF 100 SF Site Influence Paved Street,319900.0,330000.0,1.03,0,0,1.0,none,Unknown,Single Family Detached,Other,Other,110,0.0
2025-07-02,Summer,d5e361826d,Loose Area,523 Yale Avenue W 309 Rosseau Avenue 339 Harvard Avenue,0.0,0.0,0.0,0,0,3.0,"single detached, rear drive parking pad single detached, garage door",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1018,0.0
2025-07-02,Summer,20250164,Transcona,45 SF 33 SF 0 SF Depth 100 SF 100 SF 0 SF Site Influence Paved Street,319900.0,365000.0,1.14,8,0,1.0,none,Unknown,Single Family Detached,Other,Other,100,0.0
2025-07-02,Summer,9b157027a5,Loose Area,135 Victoria Avenue 341 Edward Avenue W 361 Melrose Avenue,0.0,0.0,0.0,0,0,2.0,single detached double detached rear drive access,0,Single Family Detached,Bungalow,Single Family Detached,1016,0.0
2025-07-02,Summer,20250029,Transcona,0 SF 50 SF 48 SF Depth 0 SF 99 SF 100 SF Site Influence Back Lane,189900.0,210000.0,1.11,8,0,1.0,none,Unknown,Single Family Detached,Other,Other,100,0.0
2025-07-02,Summer,20242278,Transcona,904 Madeline Street 309 McMeans Avenue W 333 victoria Avenue,215000.0,214900.0,1.0,6,0,3.0,"parking pad double detached no garage, rear drive access",0,Single Family Detached,"Bungalow, Raised Bungalow, Other",Single Family Detached,705,0.0
2025-07-02,Summer,d31345273c,Loose Area,415 Victoria Avenue W 543 Harvard Avenue E 6 Walden Crescent,0.0,0.0,0.0,0,0,3.0,"single detached, insulated, rear parking pad single detached",0,Single Family Detached,Bungalow,Single Family Detached,719,0.0
2025-07-02,Summer,20251273,Transcona,33 SF 0 SF 55 SF Depth 100 SF 0 SF 100 SF Site Influence Paved Lane,139900.0,122000.0,0.87,121,0,1.0,none,Unknown,Single Family Detached,Other,Other,100,0.0
2025-07-02,Summer,20251116,Transcona,11 Van Slyk Way 90 Romance Lane 21 Premier Place,499900.0,551000.0,1.1,7,0,3.0,double attached single attached single detached,0,Single Family Detached,"Two Storey, Other",Single Family Detached,1657,0.0
2025-07-02,Summer,20251140,Transcona,364 Dowling Avenue 27 Crittenden Corner 544 Kildare Avenue,349900.0,410000.0,1.17,6,0,3.0,"double detached single attached single detached, oversized",83,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,960,83.61
2025-07-02,Summer,20251111,Transcona,149 Whittier Avenue E 31 Nevens Bay 528 Yale Avenue,149900.0,149900.0,1.0,8,0,2.0,"single detached, rear drive double attached double detached",0,Single Family Detached,Bungalow,Single Family Detached,1039,0.0
2025-07-02,Summer,20251095,Loose Area,483 McMeans Avenue E 331 Edward Avenue E 22 Kern Drive,359900.0,404777.0,1.12,11,0,3.0,"double detached double detached single detached, double",37,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,916,37.16
2025-07-02,Summer,20250948,Transcona,1049 Kildare Avenue E 39 Craglea Corner 96 Zawaly Bay,289900.0,287000.0,0.99,19,0,3.0,"rear drive access parking pad parking pad, rear drive access",0,Single Family Detached,"Bungalow, Two Storey","Single Family Detached, Townhouse",1080,0.0
2025-07-02,Summer,4eef5c132e,Loose Area,180 Allenby Crescent 130 Whitehall Boulevard 417 Victoria Avenue,0.0,0.0,0.0,0,0,3.0,"single detached single detached single detached, garage door",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,988,0.0
2025-07-02,Summer,20251006,Transcona,50 SF 50 SF 49 SF Depth 99 SF 100 SF Site Influence Back Lane,299900.0,435000.0,1.45,7,0,1.0,none,Unknown,Single Family Detached,Other,Other,100,0.0
2025-07-02,Summer,20250985,Transcona,351 Kildare Avenue E 1360 Kildare Avenue E 181 Alex Taylor Drive,289900.0,320000.0,1.1,9,0,4.0,"double detached, garage door double detached double attached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,900,0.0
2025-07-02,Summer,20250973,Loose Area,30 Corliss Crescent 475 Widlake Street 43 Parade Drive,389900.0,451000.0,1.16,7,0,4.0,"single attached, front drive multiple detached, tandem double detached, front drive",0,Single Family Detached,"Two Storey, Other",Single Family Detached,1200,0.0
2025-07-02,Summer,20250935,Transcona,43 Bill Larkin Lane 307 Emberwell Street 44 Zawaly Bay,499900.0,487000.0,0.97,9,0,4.0,"double attached, front drive parking pad double detached, insulated",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level",Single Family Detached,1200,0.0
2025-07-02,Summer,20250925,Transcona,509 Whittier Avenue E 27 Blumm Crescent 63 Dovetail Crescent,229900.0,225000.0,0.98,5,0,4.0,"rear drive access double attached, insulated, double attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,906,0.0
2025-07-02,Summer,11043c1979,Loose Area,36 Camrose Bay 51 Shadyside Drive 705 Mcmeans Avenue,0.0,0.0,0.0,0,0,3.0,"single detached, oversized front drive access, paved parking pad, rear drive access",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level",Single Family Detached,996,0.0
2025-07-02,Summer,20250892,Loose Area,55 SF 0 SF Depth 0 SF 0 SF Site Influence No Back Lane,399900.0,447500.0,1.12,8,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250853,Transcona,654 McMeans Avenue E 87 Harlow Bay 127 Zawaly Bay,289900.0,289900.0,1.0,9,0,3.0,"rear drive access double attached single detached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,741,0.0
2025-07-02,Summer,20250859,Transcona,407 Victoria Avenue E 735 Kildare Avenue,249800.0,244800.0,0.98,10,0,3.0,"parking pad single detached parking pad, plug-in, rear drive",0,Single Family Detached,Bungalow,"Single Family Detached, Townhouse",645,0.0
2025-07-02,Summer,20250810,Transcona,50 Millbrook Lane 3 Tunbridge Bay 504 Melrose Avenue,359900.0,422000.0,1.17,7,0,2.0,"rear drive access single detached, garage door single detached, oversized,",0,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,814,0.0
2025-07-02,Summer,20250766,Transcona,14 Northcliffe Drive 324 Thom Avenue E 301 Kildare Avenue,299900.0,307500.0,1.03,7,0,3.0,"parking pad parking pad double detached, heated,",0,Single Family Detached,"Bungalow, Bi-Level",Single Family Detached,847,0.0
2025-07-02,Summer,20250807,Transcona,393 Dowling Avenue E 6 Tom Nichols Place 218 Yale Avenue,369900.0,452500.0,1.22,10,0,2.0,"double attached double attached parking pad, rear drive access",0,Single Family Detached,"Bungalow, Bi-Level, Raised Bungalow, Other",Single Family Detached,841,0.0
2025-07-02,Summer,20250747,Transcona,80 Fairview Drive 218 Whittier Avenue W 23 Durado Bay,319900.0,375150.0,1.17,10,0,5.0,"rear drive access single detached double detached, front & rear",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1272,0.0
2025-07-02,Summer,20250753,Transcona,428 Dowling Avenue 127 Nevens Bay 25 Parade Drive,324900.0,411428.0,1.27,8,0,4.0,"double detached double attached, front drive double detached, garage door",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level",Single Family Detached,838,0.0
2025-07-02,Summer,20250729,Transcona,136 Newman Avenue 8 hominick Place 49 St Martin Boulevard,339900.0,401500.0,1.18,5,0,2.0,"single detached, parking pad, single attached double detached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1040,0.0
2025-07-02,Summer,20250710,Transcona,9 Presidents Court 186 Emberwell Street 702 McMeans Avenue,399900.0,490000.0,1.23,7,0,3.0,"double detached, ev charging parking pad, rear drive access rear drive access, unpaved",0,Single Family Detached,"Two Storey, Bi-Level, Other",Single Family Detached,1047,0.0
2025-07-02,Summer,20250642,Transcona,884 Kildare Avenue E 39 Altomare Place 805 Leola Street,309900.0,310000.0,1.0,7,0,3.0,"rear drive access double attached, front drive no garage",0,Single Family Detached,"Two Storey, Bi-Level, Other",Single Family Detached,720,0.0
2025-07-02,Summer,20250687,Transcona,156 Dowling Avenue E 6 Regina Place 2 St Martin Boulevard,269900.0,301999.0,1.12,9,0,4.0,"parking pad, plug-in, rear drive double detached, garage door single detached",0,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,688,0.0
2025-07-02,Summer,20250655,Transcona,27 Brighton Court 270 Desrosiers Drive 544 Whittier Avenue,379900.0,375000.0,0.99,10,27,3.0,"double detached double attached, front drive single detached",83,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,980,83.61
2025-07-02,Summer,20250653,Transcona,108 William Gibson Bay 912 WINONA Street 18 Miravale Avenue,524900.0,510000.0,0.97,34,0,3.0,"double attached, front drive single detached parking pad",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1517,0.0
2025-07-02,Summer,7f171a5717,Loose Area,352 Thom Avenue E 47 Murray Rougeau Crescent,0.0,0.0,0.0,0,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250620,Transcona,249 Wynford Drive,309900.0,360000.0,1.16,7,0,3.0,"double detached double attached parking pad, plug-in, rear drive",0,Single Family Detached,"Bungalow, Bi-Level","Single Family Detached, Townhouse",850,0.0
2025-07-02,Summer,20250583,Transcona,734 McMeans Avenue 88 Wynford Drive 18 Laurentia Bay,299900.0,350800.0,1.17,7,0,4.0,"single detached double detached single detached, insulated",0,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,840,0.0
2025-07-02,Summer,20250598,Transcona,4 hominick Place 556 McMeans Avenue 353 Larche Crescent,459900.0,456000.0,0.99,22,0,4.0,"single attached single detached front drive access, plug-in",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level, Other",Single Family Detached,1410,0.0
2025-07-02,Summer,20250539,Transcona,91 Tunbridge Bay 29 Parade Drive,379800.0,381000.0,1.0,10,0,5.0,"single detached, parking pad, double detached double attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1008,0.0
2025-07-02,Summer,20250503,Transcona,233 Melrose Avenue E 139 Whittier Avenue E 220 St Martin Boulevard,299900.0,320000.0,1.07,8,0,3.0,"single detached single detached, front drive parking pad, plug-in, rear drive",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1040,0.0
2025-07-02,Summer,20250469,Transcona,26 St Martin Boulevard 35 Tunbridge Bay,374900.0,365000.0,0.97,9,0,4.0,double detached double detached double attached,0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,954,0.0
2025-07-02,Summer,20250435,Transcona,624 Coldstream Avenue 79 Desrosiers Drive,299900.0,380000.0,1.27,7,0,4.0,"single detached, front drive double attached single detached, front drive",0,Single Family Detached,"Bungalow, Other",Single Family Detached,990,0.0
2025-07-02,Summer,20250425,Transcona,400 Regent Avenue E 34 Shadyside Drive 264 Alex Taylor Drive,299900.0,290000.0,0.97,9,0,3.0,"parking pad, rear drive access, single detached single attached",0,Single Family Detached,"Bungalow, Two Storey, Bi-Level",Single Family Detached,1029,0.0
2025-07-02,Summer,20250344,Transcona,215 Regent Avenue E 157 Brelade Street 40 Ravenhurst Street,199900.0,211000.0,1.06,17,157,3.0,"parking pad front drive access double detached, garage door",0,Single Family Detached,"Bungalow, One and a Half, Bi-Level, Other",Single Family Detached,980,0.0
2025-07-02,Summer,73077d7fb2,Loose Area,437 Desrosiers Drive 141 Emberwell Street,0.0,0.0,0.0,0,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,c171259295,Loose Area,239 Wynford Drive,0.0,0.0,0.0,0,0,3.0,"double attached parking pad, rear drive access rear drive access",0,Single Family Detached,"Bungalow, Two Storey","Single Family Detached, Townhouse",2233,0.0
2025-07-02,Summer,20250392,Transcona,28 SF Depth 100 SF Site Influence No Back Lane,644900.0,649000.0,1.01,20,0,1.0,none,Unknown,Single Family Detached,Other,Other,100,0.0
2025-07-02,Summer,20250368,Transcona,6 Chaucer Place 74 Miravale Street 78 Miravale Avenue,379900.0,379900.0,1.0,5,0,3.0,"double detached parking pad, rear drive access single detached, garage door",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,850,0.0
2025-07-02,Summer,20250326,Transcona,4 Gables Court 114 Ravelston Avenue E 44 Renshaw Boulevard,299900.0,317000.0,1.06,6,0,3.0,"parking pad single detached, garage door single attached",46,Single Family Detached,"Two Storey, One and a Half, Other","Single Family Detached,  Townhouse",1080,46.45
2025-07-02,Summer,20250307,Transcona,11 Cranbrook Bay 120 Hominick Place 127 Victoria Avenue,299900.0,340000.0,1.13,5,0,2.0,drive access single attached double detached,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1003,0.0
2025-07-02,Summer,20250228,Loose Area,458 Desrosiers Drive 32 Cantafio Cove 802 Leola Street,569900.0,569900.0,1.0,35,0,3.0,"double attached, front drive double attached single detached, rear drive",0,Single Family Detached,"Two Storey, One and a Half",Single Family Detached,1648,0.0
2025-07-02,Summer,19ff05d137,Loose Area,247 Emberwell Street 7 Remi Claeys Crescent 302 Emberwell Street,0.0,0.0,0.0,0,0,3.0,"parking pad, rear drive access double attached double attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1580,0.0
2025-07-02,Summer,20250213,Transcona,28 SF 44 SF 32 SF Depth 110 SF 0 SF Site Influence Back Lane,479900.0,479900.0,1.0,12,0,1.0,none,Unknown,Single Family Detached,Other,Other,110,0.0
2025-07-02,Summer,20250179,Transcona,103 Harlow Bay 145 Emberwell Street 310 Harold Avenue,549900.0,580000.0,1.05,10,0,4.0,"double attached parking pad, rear drive access single detached",0,Single Family Detached,"Bungalow, Two Storey","Single Family Detached, Townhouse",2202,0.0
2025-07-02,Summer,20250144,Transcona,324 Yale Avenue E 261 St Martin Boulevard 31 Camrose Bay,149900.0,165000.0,1.1,3,0,3.0,"parking pad rear drive access double detached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,960,0.0
2025-07-02,Summer,212434212c,Loose Area,270 Emberwell Street 162 Larche Avenue 330 Emberwell Street,0.0,0.0,0.0,0,0,3.0,"double attached single detached, oversized double attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1741,0.0
2025-07-02,Summer,20250130,Transcona,32 SF 50 SF 36 SF Depth 114 SF 0 SF 114 SF Site Influence No Back Lane,559900.0,552000.0,0.99,20,0,1.0,none,Unknown,Single Family Detached,Other,Other,114,0.0
2025-07-02,Summer,20250100,Transcona,17 Gottfried Point 19 Premier Place 242 Emberwell Street,589900.0,580000.0,0.98,42,0,3.0,"double attached, insulated parking pad double attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1670,0.0
2025-07-02,Summer,d2ac5bf160,Loose Area,256 Emberwell Street 409 Desrosiers Drive 536 Kildare Avenue,0.0,0.0,0.0,0,0,3.0,"double attached double attached double detached, garage door",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1723,0.0
2025-07-02,Summer,20250045,Transcona,34 SF 36 SF 43 SF Depth 114 SF 156 SF 159 SF Site Influence Paved Lane No Back Lane Back Lane,554800.0,538500.0,0.97,24,0,1.0,none,Unknown,Single Family Detached,Other,Other,114,0.0
2025-07-02,Summer,20250029,Loose Area,150 Kildare Avenue 453 DESROSIERS Drive 162 Dowling Avenue,258900.0,250000.0,0.97,62,0,2.0,"single detached double attached, front drive single detached, rear drive",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,817,0.0
2025-07-02,Summer,2c4daed429,Loose Area,280 Emberwell Street 55 Big Bluestem Road 100 Hominick Place,0.0,0.0,0.0,0,0,3.0,"double attached double attached, ev charging single attached",0,Single Family Detached,Two Storey,Single Family Detached,1734,0.0
2025-07-02,Summer,20242765,Transcona,34 SF 32 SF Depth 114 SF 144 SF Site Influence No Back Lane No Back Lane,559650.0,559650.0,1.0,49,0,1.0,none,Unknown,Single Family Detached,Other,Other,114,0.0
2025-07-02,Summer,20242804,Transcona,104 Remi Claeys Crescent 711 Kanata Street 131 Bridgecrest Drive,499900.0,490000.0,0.98,17,131,4.0,"double attached, front drive double detached single detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1204,0.0
2025-07-02,Summer,20242762,Transcona,19 Craglea Corner 6 Paulley Drive 227 Pandora Avenue,324900.0,345500.0,1.06,5,0,2.0,"double detached, garage door double detached, rear drive single detached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,880,0.0
2025-07-02,Summer,20242716,Transcona,56 Hominick Place 584 McMeans Avenue E 454 Desrosiers Drive,482900.0,478999.0,0.99,61,0,4.0,single attached double detached double attached,0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1726,0.0
2025-07-02,Summer,9b65cb789c,Loose Area,306 Emberwell Street 10 Gottfried Point 135 Larche Avenue,0.0,0.0,0.0,0,0,2.0,"double attached double attached, front drive multiple detached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1820,0.0
2025-07-02,Summer,20242548,Transcona,34 SF 38 SF 50 SF Depth 108 SF 110 SF 148 SF Site Influence No Back Lane,549900.0,549900.0,1.0,28,0,1.0,none,Unknown,Single Family Detached,Other,Other,108,0.0
2025-07-02,Summer,20251001,Transcona,88 Renshaw Boulevard 86 Gottfried Point 413 Yale Avenue,422887.0,417506.0,0.99,57,0,3.0,single detached double attached parking pad,0,Single Family Detached,"Two Storey, One and a Half, Other",Single Family Detached,1342,0.0
2025-07-02,Summer,4cbe64cfda,Loose Area,219 Hoddinott Road 313 SADDLERIDGE Lane 24 PARK RIDGE Drive City East St Paul East St Paul East St,0.0,0.0,0.0,0,0,5.0,"single detached triple attached, heated, triple attached, garage door",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1979,0.0
2025-07-02,Summer,20251048,Loose Area,0 SF 72 SF Depth Site Influence Paved Lane,349900.0,450000.0,1.29,7,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250964,Loose Area,2250 Wenzel Street 257 Glenway Avenue 38 Wills Way City East St Paul East St Paul East St,499000.0,590000.0,1.18,10,0,4.0,"double detached, front drive single detached, front drive double attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1182,0.0
2025-07-02,Summer,20250858,Loose Area,55 Allison Street 345 SADDLERIDGE Lane 313 Hodinott Road City East St Paul East St Paul East St,2190000.0,1950000.0,0.89,31,0,3.0,"attached triple attached, tandem garage, double detached",196,Single Family Detached,"Bungalow, Raised Bungalow",Single Family Detached,3252,196.03
2025-07-02,Summer,20250769,Loose Area,6 NEYEDLI Drive 2 DORCON Drive 37 Kindersley Drive City Birds Hill East St Paul East St,649900.0,775000.0,1.19,9,0,5.0,"double attached, front drive double attached, oversized triple attached, multiple",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1960,0.0
2025-07-02,Summer,20250702,Loose Area,4143 HENDERSON Highway 20 Keedian Drive 3246 Henderson Highway City East St,344900.0,340000.0,0.99,20,0,5.0,double detached double attached double detached,0,Single Family Detached,"Two Storey, One and a Half",Single Family Detached,1350,0.0
2025-07-02,Summer,20250537,Loose Area,18 Old Orchard Road 278 Pritchard Farm Road 2020 AGAR Avenue City East St Paul East St Paul East St,799900.0,750000.0,0.94,21,0,5.0,"double attached double attached, heated double attached, front drive",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,2052,0.0
2025-07-02,Summer,20250486,Loose Area,280 BOWEN Avenue 652 MOWAT Road 30 KINDERSLEY Drive City East St Paul East St Paul East St,1199900.0,1050000.0,0.88,7,0,5.0,"double attached, double double attached triple attached",0,Single Family Detached,"Bungalow, Two Storey, One and a Half, Other",Single Family Detached,9891,0.0
2025-07-02,Summer,20250411,Loose Area,111 Elkhart Lane 3703 Henderson Highway 30 Jordanas Run City East St Paul East St,724900.0,750000.0,1.03,8,0,4.0,"attached, front drive single detached, tandem double attached",0,Single Family Detached,"Bungalow, Other",Single Family Detached,1917,0.0
2025-07-02,Summer,20250338,Loose Area,368 HODDINOTT Road 10 Oak Bridge Way 651 Glenway Avenue City East St Paul East St Paul East St,649900.0,665000.0,1.02,8,0,4.0,"double attached, front drive double attached single attached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Other","Single Family Detached,  Townhouse",2300,0.0
2025-07-02,Summer,20250065,Loose Area,700 Pritchard Farm Road 32 WOODSTONE Drive 1015 HIGHLAND PARK Drive City East St Paul East St Paul East St,599900.0,565000.0,0.94,7,0,3.0,"double attached, front drive triple attached, oversized triple attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,2240,0.0
2025-07-02,Summer,20250077,Loose Area,201 Saddleridge Lane 53 Benham Way 54 Neyedli Drive City Birds Hill East St,964900.0,920000.0,0.95,36,0,4.0,"double attached, front drive double attached triple attached, front drive",0,Single Family Detached,Bungalow,Single Family Detached,2080,0.0
2025-07-02,Summer,20250048,Loose Area,2685 Henderson Highway 2703 Henderson Highway 120 ELLIOT Road City East St Paul East St Paul East St,419900.0,504000.0,1.2,2,0,4.0,"detached, front drive double detached double attached, single",0,Single Family Detached,"Bungalow, One and a Half, Other",Single Family Detached,1250,0.0
2025-07-02,Summer,20484c8666,Loose Area,2073 CORONATION Road 2050 Roseneath Avenue 33 Will's Way City East St Paul Birds Hill East St,0.0,0.0,0.0,0,0,3.0,"double attached double detached double attached, front drive",100,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow",Single Family Detached,1404,100.24
2025-07-02,Summer,20242671,Loose Area,0 SF 70 SF 24 SF Depth 144 SF Site Influence Landscaped deck Paved Street,599900.0,580000.0,0.97,90,0,1.0,none,Unknown,Single Family Detached,Other,Other,144,0.0
2025-07-02,Summer,20242421,Loose Area,3501 Henderson Highway 6 RIDGEVIEW Place 14 OLD ORCHARD Road City East St Paul East St Paul East St,699900.0,680000.0,0.97,51,0,2.0,double attached triple attached triple attached,0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,2433,0.0
2025-07-02,Summer,20242239,Loose Area,6 HIGH MEADOW Drive 1965 HODDINOTT Road 400 Wallace Avenue City East St Paul East St Paul East St,2299900.0,1925000.0,0.84,106,0,3.0,"attached, front drive triple attached, garage door multiple detached, front drive",0,Single Family Detached,"Bungalow, Two Storey, Raised Bungalow, Other",Single Family Detached,4300,0.0
2025-07-02,Summer,20250914,Loose Area,2000 Burton Avenue 8 Glenwood Way 43 HIGH MEADOW Drive City East St Paul East St Paul East St,649900.0,685000.0,1.05,153,0,3.0,"double attached, garage door triple attached, front drive triple attached",0,Single Family Detached,"Bungalow, Two Storey, Other",Single Family Detached,1404,0.0
2025-07-02,Summer,20251080,Loose Area,3980 REBECK Road 482 College Avenue 231 Selkirk Avenue City East St,899900.0,900000.0,1.0,0,0,2.0,"attached no garage single detached, garage door",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1915,0.0
2025-07-02,Summer,20250958,Loose Area,299 Redwood Avenue 610 Redwood Avenue 294 Charles Street,67000.0,65500.0,0.98,5,0,0.0,"single detached, rear drive single detached parking pad",0,Single Family Detached,"Bungalow, Two Storey, One and a Half",Single Family Detached,1000,0.0
2025-07-02,Summer,ec0e2fa7e8,Loose Area,650 College Avenue 265 Boyd Avenue 375 Magnus Avenue,0.0,0.0,0.0,0,0,4.0,"single detached, rear drive rear drive access single attached",0,Single Family Detached,"Bungalow, Two Storey",Single Family Detached,1439,0.0
2025-07-02,Summer,20250652,Loose Area,25 SF 25 SF 0 SF Depth 91 SF 91 SF 0 SF Site Influence Paved Lane,219900.0,220000.0,1.0,17,0,1.0,none,Unknown,Single Family Detached,Other,Other,1200,0.0
2025-07-02,Summer,20250769,Loose Area,571 Aberdeen Avenue 91 Granville Street 846 Selkirk Avenue,169900.0,165000.0,0.97,16,0,3.0,"rear drive access single detached, front drive parking pad, rear drive access",0,Single Family Detached,"Two Storey, One and a Half",Single Family Detached,1050,0.0
2025-07-02,Summer,20250588,Loose Area,108 Powers Street 189 Andrews Street 519 Magnus Avenue,99000.0,99000.0,1.0,3,0,3.0,"carport, front drive access",0,Single Family Detached,"Two Storey, One and a Half","Single Family Detached, Townhouse",672,0.0
2025-07-02,Summer,20250517,Loose Area,159 Annabella Street 772 Stella Avenue 844 Flora Avenue,179900.0,170000.0,0.94,65,0,5.0,"rear drive access single detached carport, paved driveway",0,Single Family Detached,"Bungalow, Bi-Level, Other",Single Family Detached,1250,0.0
2025-07-02,Summer,20250459,Loose Area,253 Magnus Avenue 506 Pritchard Avenue 540 Redwood Avenue,99900.0,87500.0,0.88,8,0,2.0,"single detached parking pad, rear drive access parking pad",0,Single Family Detached,"One and a Half, Other",Single Family Detached,1296,0.0
